movie,desc,rating,genres,casts,season,name,episode_link,movie_image-src,mp4_link-href,3gp_link-href
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 01,24,Episode 24,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6640,http://o2tvseries.com/24-1/Season-01/Episode-24/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 09,24,Episode 09,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/12738,http://o2tvseries.com/24-1/Season-09/Episode-09/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 03,Scandal,Episode 14,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/11828,http://o2tvseries.com/Scandal/Season-03/Episode-14/index.html#
The Magicians,A smart young man attends a college of magic in New York.,4.82,null,"Jade Tailor, Jason Ralph, Olivia Taylor Dudley",Season 02,The Magicians,Episode 06,http://o2tvseries.com/res/tv_serials/158.jpg,http://o2tvseries.com/download/29607,http://o2tvseries.com/download/29606
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 08,24,Episode 19,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6966,http://o2tvseries.com/24-1/Season-08/Episode-19/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 02,Youre the Worst,Episode 05,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/16474,http://o2tvseries.com/Youre-the-Worst-1/Season-02/Episode-05/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 07,24,Episode 17,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6914,http://o2tvseries.com/24-1/Season-07/Episode-17/index.html#
Shadowhunters,"After her mother is kidnapped, Clary must venture into the dark world of demon hunting in order to find clues that can help her find her mother.",4.85,null,"Katherine McNamara, Dominic Sherwood, Alberto Rosende",Season 02,Shadowhunters,Episode 06,http://o2tvseries.com/res/tv_serials/163.jpg,http://o2tvseries.com/download/28466,http://o2tvseries.com/download/28465
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 09,Supernatural,Episode 18,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/12096,http://o2tvseries.com/Supernatural-2/Season-09/Episode-18/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 07,Supernatural,Episode 15,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2762,http://o2tvseries.com/Supernatural-2/Season-07/Episode-15/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 03,The Flash,Episode 08,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/24091,http://o2tvseries.com/download/24090
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 05,White Collar,Episode 09,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/11134,http://o2tvseries.com/White-Collar/Season-05/Episode-09/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 09,24,Episode 03,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/12344,http://o2tvseries.com/24-1/Season-09/Episode-03/index.html#
Wayward Pines,"A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.",4.79,Drama,"Matt Dillon, Carla Gugino, Toby Jones",,,,,,
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 02,Zoo,Episode 10,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/19561,http://o2tvseries.com/Zoo/Season-02/Episode-10/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 02,White Collar,Episode 13,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9460,http://o2tvseries.com/White-Collar/Season-02/Episode-13/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 04,Supernatural,Episode 20,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2640,http://o2tvseries.com/Supernatural-2/Season-04/Episode-20/index.html#
Wayward Pines,"A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.",4.79,null,"Matt Dillon, Carla Gugino, Toby Jones",Season 01,Wayward Pines,Episode 05,http://o2tvseries.com/res/tv_serials/134.jpg,http://o2tvseries.com/download/15696,http://o2tvseries.com/Wayward-Pines/Season-01/Episode-05/index.html#
This Is Us,"A group of people born on the same day, including Rebecca (Moore) and Jack (Ventimiglia), a married couple expecting triplets in Pittsburgh, and Kevin (Hartley), a handsome television actor growing bored of his fly bachelor lifestyle.",4.53,null,"Mandy Moore, Milo Ventimiglia, Sterling K. Brown",Season 01,This Is Us,Episode 13,http://o2tvseries.com/res/tv_serials/178.jpg,http://o2tvseries.com/download/27467,http://o2tvseries.com/download/27466
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 01,12 Monkeys,Episode 08,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/14744,http://o2tvseries.com/12-Monkeys/Season-01/Episode-08/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 05,Supernatural,Episode 14,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2672,http://o2tvseries.com/Supernatural-2/Season-05/Episode-14/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 02,White Collar,Episode 08,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9450,http://o2tvseries.com/White-Collar/Season-02/Episode-08/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 09,Supernatural,Episode 22,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/12356,http://o2tvseries.com/Supernatural-2/Season-09/Episode-22/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 05,Scandal,Episode 20,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/18788,http://o2tvseries.com/Scandal/Season-05/Episode-20/index.html#
